IBT,stimulus_number
932.4000000000002,41
888.0000000000001,41
876.9000000000001,41
965.7000000000002,41
954.6000000000003,41
932.4000000000002,41
954.6000000000003,41
965.7000000000002,41
932.4000000000002,41
932.4000000000002,41
954.6000000000003,41
943.5000000000002,41
954.6000000000003,43
954.6000000000003,43
976.8000000000001,43
954.6000000000003,43
965.7000000000002,47
954.6000000000003,47
932.4000000000002,49
921.3000000000002,49
921.3000000000002,49
921.3000000000002,49
932.4000000000002,49
965.7000000000002,49
943.5000000000002,49
965.7000000000002,49
999.0000000000001,49
1021.2,49
999.0000000000001,49
1043.4,49
1043.4,49
976.8000000000001,49
987.9000000000001,49
965.7000000000002,49
943.5000000000002,49
899.1,51
888.0000000000001,53
921.3000000000002,53
954.6000000000003,53
976.8000000000001,53
965.7000000000002,53
999.0000000000001,55
1010.1000000000001,55
987.9000000000001,55
976.8000000000001,55
987.9000000000001,55
987.9000000000001,55
954.6000000000003,55
954.6000000000003,55
954.6000000000003,55
954.6000000000003,55
932.4000000000002,55
943.5000000000002,55
943.5000000000002,55
932.4000000000002,55
954.6000000000003,57
965.7000000000002,57
954.6000000000003,57
932.4000000000002,59
965.7000000000002,59
965.7000000000002,59
965.7000000000002,59
965.7000000000002,59
976.8000000000001,59
943.5000000000002,59
987.9000000000001,59
932.4000000000002,59
976.8000000000001,59
987.9000000000001,59
1010.1000000000001,59
1010.1000000000001,59
1010.1000000000001,59
999.0000000000001,59
987.9000000000001,59
999.0000000000001,59
987.9000000000001,59
965.7000000000002,59
987.9000000000001,59
999.0000000000001,59
987.9000000000001,59
1021.2,59
987.9000000000001,59
1010.1000000000001,59
999.0000000000001,59
987.9000000000001,59
976.8000000000001,59
976.8000000000001,59
987.9000000000001,59
987.9000000000001,59
954.6000000000003,59
987.9000000000001,59
965.7000000000002,59
976.8000000000001,59
976.8000000000001,59
987.9000000000001,59
987.9000000000001,59
976.8000000000001,59
965.7000000000002,59
987.9000000000001,59
987.9000000000001,59
954.6000000000003,59
976.8000000000001,59
932.4000000000002,59
987.9000000000001,59
987.9000000000001,59
999.0000000000001,59
965.7000000000002,59
999.0000000000001,59
1010.1000000000001,59
999.0000000000001,59
965.7000000000002,59
987.9000000000001,59
965.7000000000002,59
965.7000000000002,59
954.6000000000003,59
976.8000000000001,59
987.9000000000001,59
1010.1000000000001,59
1010.1000000000001,59
1021.2,59
1043.4,59
1032.3000000000002,59
1021.2,59
999.0000000000001,59
1021.2,61
999.0000000000001,61
1010.1000000000001,61
987.9000000000001,61
987.9000000000001,61
965.7000000000002,61
976.8000000000001,61
954.6000000000003,61
1010.1000000000001,61
976.8000000000001,61
976.8000000000001,61
987.9000000000001,61
987.9000000000001,62
999.0000000000001,63
987.9000000000001,63
987.9000000000001,63
932.4000000000002,65
976.8000000000001,65
954.6000000000003,65
954.6000000000003,65
954.6000000000003,65
943.5000000000002,65
921.3000000000002,65
899.1,65
910.2000000000002,65
954.6000000000003,65
921.3000000000002,65
932.4000000000002,65
954.6000000000003,65
954.6000000000003,65
965.7000000000002,65
943.5000000000002,65
976.8000000000001,65
1021.2,65
999.0000000000001,65
999.0000000000001,65
1021.2,65
999.0000000000001,65
999.0000000000001,65
965.7000000000002,65
965.7000000000002,65
943.5000000000002,65
965.7000000000002,65
943.5000000000002,65
954.6000000000003,67
954.6000000000003,67
943.5000000000002,67
943.5000000000002,67
954.6000000000003,67
954.6000000000003,67
965.7000000000002,67
954.6000000000003,67
954.6000000000003,67
954.6000000000003,69
954.6000000000003,69
943.5000000000002,69
976.8000000000001,69
999.0000000000001,71
976.8000000000001,71
976.8000000000001,71
999.0000000000001,71
976.8000000000001,71
954.6000000000003,71
965.7000000000002,71
965.7000000000002,71
954.6000000000003,71
943.5000000000002,71
965.7000000000002,71
976.8000000000001,71
965.7000000000002,71
921.3000000000002,71
965.7000000000002,71
943.5000000000002,71
921.3000000000002,71
954.6000000000003,71
932.4000000000002,71
932.4000000000002,71
965.7000000000002,71
899.1,71
910.2000000000002,71
921.3000000000002,71
943.5000000000002,71
932.4000000000002,71
965.7000000000002,71
1032.3000000000002,71
1065.6000000000001,71
1054.5,71
1054.5,71
1043.4,71
1032.3000000000002,71
1021.2,71
1010.1000000000001,71
943.5000000000002,73
999.0000000000001,73
965.7000000000002,73
954.6000000000003,73
943.5000000000002,73
965.7000000000002,73
976.8000000000001,73
965.7000000000002,73
932.4000000000002,73
976.8000000000001,73
965.7000000000002,73
965.7000000000002,73
976.8000000000001,73
954.6000000000003,75
1010.1000000000001,75
976.8000000000001,75
976.8000000000001,76
987.9000000000001,77
954.6000000000003,77
987.9000000000001,77
987.9000000000001,77
965.7000000000002,77
987.9000000000001,77
965.7000000000002,77
965.7000000000002,77
976.8000000000001,77
921.3000000000002,77
921.3000000000002,77
888.0000000000001,77
888.0000000000001,77
888.0000000000001,77
921.3000000000002,77
888.0000000000001,77
888.0000000000001,77
921.3000000000002,77
932.4000000000002,77
965.7000000000002,77
954.6000000000003,77
987.9000000000001,77
987.9000000000001,77
976.8000000000001,77
965.7000000000002,78
976.8000000000001,79
976.8000000000001,79
965.7000000000002,79
954.6000000000003,79
976.8000000000001,79
987.9000000000001,79
954.6000000000003,79
954.6000000000003,79
965.7000000000002,79
965.7000000000002,79
943.5000000000002,81
976.8000000000001,81
976.8000000000001,81
932.4000000000002,83
932.4000000000002,83
965.7000000000002,83
954.6000000000003,83
921.3000000000002,83
965.7000000000002,83
999.0000000000001,83
1010.1000000000001,83
987.9000000000001,83
1043.4,83
954.6000000000003,83
954.6000000000003,83
954.6000000000003,83
965.7000000000002,83
943.5000000000002,83
943.5000000000002,83
954.6000000000003,83
965.7000000000002,83
987.9000000000001,83
965.7000000000002,83
987.9000000000001,83
999.0000000000001,83
976.8000000000001,83
965.7000000000002,83
976.8000000000001,83
954.6000000000003,83
954.6000000000003,83
965.7000000000002,83
910.2000000000002,83
932.4000000000002,83
943.5000000000002,83
987.9000000000001,83
976.8000000000001,83
976.8000000000001,83
1010.1000000000001,83
999.0000000000001,83
999.0000000000001,83
987.9000000000001,83
987.9000000000001,83
999.0000000000001,83
932.4000000000002,83
976.8000000000001,83
965.7000000000002,83
