IBT,stimulus_number
870.0000000000001,89
900.0,89
850.0000000000001,89
890.0,89
900.0,89
910.0,89
890.0,89
890.0,89
910.0,89
920.0,89
930.0,89
910.0,89
920.0,89
930.0,89
920.0,89
910.0,89
910.0,89
900.0,89
870.0000000000001,89
870.0000000000001,89
860.0000000000001,89
860.0000000000001,89
900.0,89
890.0,90
910.0,91
900.0,91
920.0,91
890.0,91
920.0,91
920.0,91
930.0,91
920.0,91
920.0,91
930.0,91
900.0,91
860.0000000000001,91
910.0,93
880.0,93
870.0000000000001,93
870.0000000000001,93
870.0000000000001,95
860.0000000000001,95
830.0000000000001,95
810.0,95
830.0000000000001,95
840.0000000000001,95
860.0000000000001,95
850.0000000000001,95
860.0000000000001,95
880.0,95
890.0,95
890.0,95
880.0,95
890.0,95
890.0,95
890.0,95
880.0,95
900.0,95
900.0,95
910.0,95
910.0,95
910.0,95
880.0,97
880.0,97
890.0,97
910.0,97
900.0,97
920.0,97
910.0,97
890.0,97
900.0,97
890.0,97
900.0,97
910.0,98
890.0,99
900.0,99
870.0000000000001,99
870.0000000000001,101
830.0000000000001,101
860.0000000000001,101
850.0000000000001,101
870.0000000000001,101
830.0000000000001,101
870.0000000000001,101
860.0000000000001,101
870.0000000000001,101
840.0000000000001,101
860.0000000000001,101
870.0000000000001,101
860.0000000000001,101
880.0,101
890.0,101
880.0,101
890.0,101
870.0000000000001,101
880.0,101
890.0,101
890.0,101
840.0000000000001,101
870.0000000000001,101
870.0000000000001,101
860.0000000000001,101
860.0000000000001,101
860.0000000000001,101
880.0,101
890.0,101
880.0,101
860.0000000000001,101
910.0,101
880.0,101
910.0,101
890.0,101
910.0,103
880.0,103
910.0,103
880.0,103
890.0,103
860.0000000000001,103
880.0,103
880.0,103
860.0000000000001,103
880.0,103
890.0,103
870.0000000000001,103
860.0000000000001,103
900.0,105
870.0000000000001,105
890.0,105
830.0000000000001,105
840.0000000000001,107
860.0000000000001,107
840.0000000000001,107
850.0000000000001,107
840.0000000000001,107
820.0000000000001,107
810.0,107
820.0000000000001,107
820.0000000000001,107
830.0000000000001,107
830.0000000000001,107
870.0000000000001,107
840.0000000000001,107
860.0000000000001,107
860.0000000000001,107
860.0000000000001,107
850.0000000000001,107
880.0,107
870.0000000000001,107
860.0000000000001,107
870.0000000000001,107
880.0,107
880.0,107
850.0000000000001,107
840.0000000000001,107
850.0000000000001,107
830.0000000000001,107
870.0000000000001,107
830.0000000000001,107
840.0000000000001,107
840.0000000000001,107
840.0000000000001,109
790.0,109
860.0000000000001,109
900.0,109
820.0000000000001,109
830.0000000000001,109
880.0,109
890.0,109
880.0,109
860.0000000000001,109
860.0000000000001,109
850.0000000000001,111
820.0000000000001,111
840.0000000000001,111
840.0000000000001,112
820.0000000000001,113
840.0000000000001,113
830.0000000000001,113
830.0000000000001,113
840.0000000000001,113
820.0000000000001,113
840.0000000000001,113
850.0000000000001,113
850.0000000000001,113
850.0000000000001,113
860.0000000000001,113
880.0,113
890.0,113
890.0,113
870.0000000000001,113
880.0,113
890.0,113
850.0000000000001,113
850.0000000000001,113
860.0000000000001,113
870.0000000000001,113
830.0000000000001,113
860.0000000000001,113
850.0000000000001,113
870.0000000000001,113
860.0000000000001,113
900.0,113
900.0,113
920.0,113
900.0,113
930.0,113
930.0,113
870.0000000000001,113
890.0,113
880.0,113
860.0000000000001,115
850.0000000000001,115
870.0000000000001,115
850.0000000000001,115
860.0000000000001,115
850.0000000000001,115
880.0,115
850.0000000000001,115
850.0000000000001,115
870.0000000000001,115
890.0,115
890.0,115
910.0,115
920.0,117
940.0,117
900.0,117
890.0,119
900.0,119
850.0000000000001,119
850.0000000000001,119
850.0000000000001,119
870.0000000000001,119
830.0000000000001,119
830.0000000000001,119
870.0000000000001,119
840.0000000000001,119
820.0000000000001,119
830.0000000000001,119
830.0000000000001,119
840.0000000000001,119
800.0,119
810.0,119
820.0000000000001,119
810.0,119
820.0000000000001,119
800.0,119
840.0000000000001,119
850.0000000000001,119
850.0000000000001,119
850.0000000000001,119
860.0000000000001,119
860.0000000000001,119
890.0,119
870.0000000000001,119
860.0000000000001,119
860.0000000000001,119
840.0000000000001,119
810.0,119
820.0000000000001,119
810.0,119
810.0,119
820.0000000000001,119
830.0000000000001,120
820.0000000000001,121
830.0000000000001,121
860.0000000000001,121
880.0,121
900.0,121
920.0,121
920.0,121
910.0,121
900.0,121
880.0,121
870.0000000000001,121
870.0000000000001,121
850.0000000000001,121
830.0000000000001,121
840.0000000000001,121
840.0000000000001,121
850.0000000000001,121
840.0000000000001,121
850.0000000000001,121
860.0000000000001,121
860.0000000000001,121
870.0000000000001,121
840.0000000000001,121
890.0,121
890.0,121
900.0,121
890.0,121
910.0,121
910.0,121
890.0,121
910.0,121
890.0,121
910.0,121
870.0000000000001,121
880.0,121
890.0,121
890.0,121
900.0,121
890.0,121
910.0,121
890.0,123
890.0,123
890.0,123
870.0000000000001,124
850.0000000000001,125
840.0000000000001,125
860.0000000000001,125
850.0000000000001,125
880.0,125
900.0,125
900.0,125
900.0,125
890.0,125
860.0000000000001,125
890.0,125
840.0000000000001,125
860.0000000000001,125
800.0,125
780.0,125
760.0,125
770.0,125
700.0000000000001,125
720.0000000000001,125
740.0,125
730.0000000000001,125
810.0,125
860.0000000000001,125
910.0,125
930.0,127
940.0,127
950.0,127
940.0,127
920.0,127
910.0,127
890.0,127
880.0,127
850.0000000000001,127
830.0000000000001,127
840.0000000000001,127
840.0000000000001,129
870.0000000000001,129
840.0000000000001,129
870.0000000000001,129
890.0,131
920.0,131
910.0,131
930.0,131
950.0,131
960.0,131
910.0,131
910.0,131
900.0,131
870.0000000000001,131
860.0000000000001,131
840.0000000000001,131
840.0000000000001,131
860.0000000000001,131
850.0000000000001,131
870.0000000000001,131
880.0,131
850.0000000000001,131
860.0000000000001,131
870.0000000000001,131
880.0,131
870.0000000000001,131
880.0,131
890.0,131
870.0000000000001,131
850.0000000000001,131
870.0000000000001,131
850.0000000000001,131
860.0000000000001,131
830.0000000000001,131
850.0000000000001,131
860.0000000000001,131
890.0,131
900.0,131
910.0,133
930.0,133
910.0,133
940.0,133
920.0,133
920.0,133
910.0,133
930.0,133
930.0,133
920.0,133
890.0,133
910.0,134
940.0,135
930.0,135
890.0,135
930.0,137
940.0,137
910.0,137
910.0,137
930.0,137
920.0,137
870.0000000000001,137
900.0,137
910.0,137
910.0,137
900.0,137
920.0,137
940.0,137
940.0,137
920.0,137
920.0,137
910.0,137
880.0,137
910.0,137
870.0000000000001,137
880.0,137
870.0000000000001,137
890.0,137
910.0,137
930.0,137
910.0,137
910.0,137
920.0,137
930.0,137
900.0,137
930.0,137
920.0,137
910.0,137
910.0,139
910.0,139
910.0,139
900.0,139
920.0,139
930.0,139
940.0,139
910.0,139
920.0,139
920.0,139
860.0000000000001,139
900.0,139
900.0,141
890.0,141
880.0,141
880.0,143
900.0,143
890.0,143
880.0,143
890.0,143
920.0,143
910.0,143
890.0,143
920.0,143
940.0,143
920.0,143
940.0,143
960.0,143
940.0,143
910.0,143
900.0,143
900.0,143
890.0,143
860.0000000000001,143
870.0000000000001,143
910.0,143
900.0,143
900.0,143
930.0,143
930.0,143
920.0,143
910.0,143
910.0,143
930.0,143
920.0,143
880.0,143
900.0,143
900.0,143
900.0,143
870.0000000000001,145
890.0,145
910.0,145
920.0,145
910.0,145
950.0,145
990.0,145
960.0,145
930.0,145
940.0,145
930.0,145
930.0,145
910.0,145
910.0,145
880.0,145
890.0,147
860.0000000000001,147
800.0,147
890.0,149
870.0000000000001,149
890.0,149
940.0,149
940.0,149
920.0,149
940.0,149
930.0,149
930.0,149
920.0,149
890.0,149
900.0,149
900.0,149
880.0,149
890.0,149
880.0,149
890.0,149
860.0000000000001,149
850.0000000000001,149
860.0000000000001,149
870.0000000000001,149
880.0,149
920.0,149
940.0,151
950.0,151
950.0,151
960.0,151
980.0,151
970.0,151
940.0,151
920.0,151
910.0,151
900.0,151
880.0,151
890.0,153
890.0,153
890.0,153
890.0,153
940.0,153
950.0,153
950.0,153
950.0,155
970.0,155
970.0,155
950.0,155
950.0,155
900.0,155
910.0,157
910.0,157
910.0,157
880.0,157
890.0,157
870.0000000000001,157
880.0,157
840.0000000000001,157
850.0000000000001,157
860.0000000000001,157
870.0000000000001,157
850.0000000000001,157
880.0,157
920.0,157
940.0,157
920.0,157
920.0,157
930.0,157
920.0,157
900.0,157
900.0,157
890.0,157
900.0,157
860.0000000000001,157
870.0000000000001,157
890.0,157
850.0000000000001,157
860.0000000000001,157
880.0,157
870.0000000000001,159
850.0000000000001,159
850.0000000000001,159
880.0,159
910.0,159
890.0,159
900.0,161
910.0,161
860.0000000000001,161
880.0,161
880.0,161
880.0,163
850.0000000000001,163
890.0,163
880.0,163
850.0000000000001,165
860.0000000000001,165
900.0,165
860.0000000000001,165
860.0000000000001,165
870.0000000000001,165
880.0,165
860.0000000000001,165
870.0000000000001,165
880.0,165
890.0,165
880.0,165
880.0,165
890.0,165
880.0,165
870.0000000000001,165
890.0,165
900.0,165
900.0,165
900.0,165
900.0,165
910.0,165
910.0,165
880.0,167
890.0,167
870.0000000000001,167
880.0,167
850.0000000000001,167
870.0000000000001,167
880.0,167
860.0000000000001,167
860.0000000000001,167
880.0,167
860.0000000000001,167
870.0000000000001,167
890.0,169
890.0,169
870.0000000000001,169
840.0000000000001,171
870.0000000000001,171
850.0000000000001,171
870.0000000000001,171
870.0000000000001,171
880.0,171
900.0,171
890.0,171
910.0,171
920.0,171
910.0,171
920.0,171
910.0,171
910.0,171
890.0,171
900.0,171
910.0,171
900.0,171
870.0000000000001,171
880.0,171
890.0,171
890.0,171
900.0,171
930.0,171
930.0,171
920.0,171
930.0,173
930.0,173
930.0,173
920.0,173
920.0,173
930.0,173
910.0,173
890.0,173
880.0,173
890.0,173
890.0,173
880.0,173
880.0,175
890.0,175
870.0000000000001,175
840.0000000000001,175
860.0000000000001,177
860.0000000000001,177
860.0000000000001,177
860.0000000000001,177
890.0,177
890.0,177
850.0000000000001,177
880.0,177
890.0,177
880.0,177
880.0,177
890.0,177
900.0,177
900.0,177
880.0,177
900.0,177
880.0,177
840.0000000000001,177
850.0000000000001,177
860.0000000000001,177
860.0000000000001,177
820.0000000000001,177
870.0000000000001,177
860.0000000000001,179
870.0000000000001,179
870.0000000000001,179
900.0,179
910.0,179
920.0,179
900.0,179
910.0,179
890.0,179
890.0,179
860.0000000000001,179
890.0,179
880.0,181
880.0,181
870.0000000000001,181
880.0,181
860.0000000000001,183
860.0000000000001,183
870.0000000000001,183
860.0000000000001,183
870.0000000000001,183
860.0000000000001,183
890.0,183
900.0,183
900.0,183
880.0,183
890.0,183
910.0,183
900.0,183
890.0,183
900.0,183
910.0,183
920.0,183
900.0,183
860.0000000000001,183
820.0000000000001,183
820.0000000000001,183
810.0,183
860.0000000000001,183
840.0000000000001,183
850.0000000000001,183
870.0000000000001,183
900.0,183
910.0,183
920.0,183
900.0,183
920.0,183
920.0,183
880.0,183
900.0,183
900.0,184
890.0,185
870.0000000000001,185
910.0,185
930.0,185
950.0,185
940.0,185
970.0,185
960.0,185
940.0,185
940.0,185
920.0,185
890.0,185
900.0,186
910.0,187
910.0,187
890.0,187
920.0,189
910.0,189
910.0,189
900.0,189
930.0,189
920.0,189
890.0,189
900.0,189
910.0,189
910.0,189
880.0,189
880.0,189
890.0,189
870.0000000000001,189
860.0000000000001,189
880.0,189
870.0000000000001,189
870.0000000000001,189
850.0000000000001,189
870.0000000000001,189
870.0000000000001,189
880.0,189
870.0000000000001,189
890.0,189
890.0,189
890.0,189
880.0,189
870.0000000000001,189
880.0,189
910.0,189
890.0,189
900.0,189
900.0,189
910.0,189
900.0,189
900.0,189
900.0,189
890.0,189
900.0,189
880.0,189
880.0,189
870.0000000000001,189
880.0,189
890.0,189
880.0,189
880.0,191
870.0000000000001,191
860.0000000000001,191
860.0000000000001,191
870.0000000000001,191
870.0000000000001,191
890.0,191
910.0,191
900.0,191
910.0,191
920.0,191
920.0,191
910.0,191
900.0,193
920.0,193
890.0,193
860.0000000000001,195
880.0,195
900.0,195
920.0,195
950.0,195
930.0,195
920.0,195
930.0,195
910.0,195
910.0,195
870.0000000000001,195
890.0,195
890.0,195
870.0000000000001,195
870.0000000000001,195
880.0,195
890.0,195
900.0,195
910.0,195
930.0,195
930.0,195
930.0,195
930.0,195
930.0,195
930.0,195
930.0,195
940.0,195
920.0,195
930.0,195
930.0,195
940.0,195
920.0,195
920.0,195
920.0,195
920.0,195
930.0,195
940.0,195
940.0,195
900.0,195
940.0,195
950.0,195
940.0,195
930.0,195
920.0,195
930.0,196
890.0,197
890.0,197
900.0,197
890.0,197
910.0,197
910.0,197
900.0,197
900.0,197
940.0,197
930.0,197
910.0,197
930.0,197
920.0,199
910.0,199
880.0,199
900.0,201
890.0,201
880.0,201
900.0,201
910.0,201
920.0,201
900.0,201
910.0,201
920.0,201
910.0,201
890.0,201
890.0,201
910.0,201
900.0,201
880.0,201
880.0,201
880.0,201
890.0,201
890.0,201
910.0,201
920.0,201
940.0,201
910.0,201
930.0,201
930.0,201
940.0,201
910.0,201
940.0,201
940.0,201
940.0,201
910.0,201
910.0,201
920.0,201
890.0,201
900.0,203
880.0,203
920.0,203
910.0,203
970.0,203
1000.0,203
1010.0,203
980.0,203
970.0,203
950.0,203
930.0,204
920.0,205
900.0,205
880.0,205
890.0,207
900.0,207
890.0,207
880.0,207
880.0,207
900.0,207
880.0,207
860.0000000000001,207
900.0,207
910.0,207
900.0,207
900.0,207
910.0,207
910.0,207
880.0,207
890.0,207
900.0,207
900.0,207
870.0000000000001,207
880.0,207
900.0,207
890.0,207
870.0000000000001,207
880.0,207
880.0,207
850.0000000000001,207
860.0000000000001,207
860.0000000000001,207
860.0000000000001,207
840.0000000000001,207
850.0000000000001,207
860.0000000000001,207
850.0000000000001,207
840.0000000000001,207
860.0000000000001,207
840.0000000000001,209
840.0000000000001,209
830.0000000000001,209
840.0000000000001,209
860.0000000000001,209
890.0,209
940.0,209
970.0,209
990.0,209
960.0,209
970.0,209
950.0,209
900.0,211
900.0,211
890.0,211
860.0000000000001,211
830.0000000000001,213
830.0000000000001,213
820.0000000000001,213
770.0,213
780.0,213
770.0,213
770.0,213
760.0,213
770.0,213
740.0,213
770.0,213
770.0,213
780.0,213
810.0,213
790.0,213
820.0000000000001,213
830.0000000000001,213
830.0000000000001,213
860.0000000000001,213
850.0000000000001,213
870.0000000000001,213
910.0,213
930.0,213
940.0,213
940.0,213
930.0,213
930.0,213
910.0,213
920.0,213
910.0,213
910.0,213
900.0,213
880.0,213
850.0000000000001,213
830.0000000000001,213
870.0000000000001,213
850.0000000000001,215
860.0000000000001,215
890.0,215
880.0,215
890.0,215
890.0,215
920.0,215
910.0,215
900.0,215
900.0,215
920.0,215
920.0,215
890.0,217
900.0,217
880.0,217
890.0,217
840.0000000000001,219
870.0000000000001,219
890.0,219
920.0,219
920.0,219
920.0,219
940.0,219
950.0,219
920.0,219
940.0,219
940.0,219
930.0,219
890.0,219
880.0,219
890.0,219
880.0,219
870.0000000000001,219
880.0,219
900.0,219
900.0,219
880.0,219
900.0,219
910.0,221
900.0,221
880.0,221
900.0,221
890.0,221
890.0,221
890.0,221
880.0,221
890.0,221
910.0,221
900.0,221
890.0,221
870.0000000000001,223
890.0,223
890.0,223
910.0,225
900.0,225
900.0,225
880.0,225
870.0000000000001,225
860.0000000000001,225
850.0000000000001,225
840.0000000000001,225
820.0000000000001,225
820.0000000000001,225
840.0000000000001,225
800.0,225
760.0,225
850.0000000000001,225
860.0000000000001,225
900.0,225
920.0,225
910.0,225
900.0,225
870.0000000000001,225
840.0000000000001,225
800.0,225
780.0,225
730.0000000000001,225
840.0000000000001,227
810.0,227
890.0,227
870.0000000000001,227
840.0000000000001,227
880.0,227
920.0,227
900.0,227
910.0,227
930.0,227
940.0,229
950.0,229
930.0,229
910.0,229
920.0,231
930.0,231
930.0,231
910.0,231
910.0,231
920.0,231
930.0,231
930.0,231
930.0,231
930.0,231
920.0,231
890.0,231
910.0,231
890.0,231
860.0000000000001,231
870.0000000000001,231
870.0000000000001,231
890.0,231
880.0,231
910.0,231
930.0,231
930.0,231
910.0,231
920.0,231
920.0,231
920.0,231
880.0,231
880.0,231
890.0,231
900.0,231
880.0,231
890.0,231
910.0,231
930.0,233
900.0,233
930.0,233
930.0,233
920.0,233
890.0,233
910.0,233
890.0,233
900.0,233
900.0,233
910.0,233
910.0,233
900.0,233
900.0,233
900.0,233
900.0,233
870.0000000000001,233
890.0,233
910.0,233
890.0,233
910.0,233
930.0,233
940.0,233
930.0,233
940.0,233
960.0,233
930.0,233
930.0,233
920.0,233
910.0,233
900.0,233
910.0,235
890.0,235
870.0000000000001,235
840.0000000000001,237
830.0000000000001,237
790.0,237
800.0,237
810.0,237
810.0,237
840.0000000000001,237
820.0000000000001,237
870.0000000000001,237
880.0,237
880.0,237
880.0,237
900.0,237
900.0,237
910.0,237
880.0,237
880.0,237
880.0,237
890.0,237
890.0,237
900.0,237
910.0,237
890.0,237
890.0,237
880.0,237
860.0000000000001,237
860.0000000000001,237
840.0000000000001,237
860.0000000000001,237
870.0000000000001,237
880.0,237
890.0,237
890.0,237
880.0,237
900.0,237
890.0,239
900.0,239
880.0,239
900.0,239
890.0,239
890.0,239
880.0,239
890.0,239
880.0,239
860.0000000000001,239
880.0,239
880.0,239
890.0,239
900.0,241
910.0,241
880.0,241
870.0000000000001,241
870.0000000000001,243
880.0,243
870.0000000000001,243
890.0,243
910.0,243
920.0,243
910.0,243
920.0,243
910.0,243
920.0,243
880.0,243
900.0,243
870.0000000000001,243
870.0000000000001,243
870.0000000000001,243
880.0,243
860.0000000000001,243
870.0000000000001,245
860.0000000000001,245
870.0000000000001,245
870.0000000000001,245
880.0,245
890.0,245
900.0,245
900.0,245
900.0,245
900.0,245
890.0,245
880.0,247
880.0,247
870.0000000000001,247
850.0000000000001,247
860.0000000000001,249
870.0000000000001,249
880.0,249
900.0,249
900.0,249
910.0,249
920.0,249
930.0,249
910.0,249
920.0,249
900.0,249
900.0,249
890.0,249
890.0,249
890.0,249
890.0,249
850.0000000000001,249
850.0000000000001,249
840.0000000000001,249
860.0000000000001,249
850.0000000000001,249
890.0,249
920.0,249
930.0,251
920.0,251
940.0,251
920.0,251
930.0,251
900.0,251
890.0,251
890.0,251
890.0,251
880.0,251
880.0,251
890.0,253
890.0,253
860.0000000000001,253
860.0000000000001,253
880.0,255
900.0,255
870.0000000000001,255
900.0,255
880.0,255
880.0,255
860.0000000000001,255
880.0,255
910.0,255
920.0,255
920.0,255
960.0,255
960.0,255
950.0,255
930.0,255
940.0,255
940.0,255
900.0,255
900.0,255
890.0,255
910.0,255
890.0,255
890.0,257
900.0,257
920.0,257
900.0,257
900.0,257
920.0,257
910.0,257
890.0,257
910.0,257
920.0,257
930.0,257
910.0,259
930.0,259
930.0,259
940.0,261
920.0,261
930.0,261
930.0,261
940.0,261
920.0,261
920.0,261
930.0,261
910.0,261
900.0,261
910.0,261
910.0,261
900.0,261
910.0,261
910.0,261
890.0,261
900.0,261
910.0,261
910.0,261
890.0,261
910.0,261
920.0,261
900.0,261
900.0,261
910.0,261
910.0,261
890.0,261
900.0,261
910.0,261
920.0,261
890.0,261
890.0,261
910.0,261
890.0,262
870.0000000000001,263
870.0000000000001,263
900.0,263
890.0,263
880.0,263
900.0,263
910.0,263
900.0,263
890.0,263
900.0,263
900.0,265
890.0,265
880.0,265
890.0,265
900.0,267
870.0000000000001,267
900.0,267
910.0,267
900.0,267
900.0,267
910.0,267
930.0,267
920.0,267
910.0,267
930.0,267
930.0,267
900.0,267
920.0,267
920.0,267
920.0,267
900.0,267
890.0,267
920.0,267
910.0,267
890.0,267
920.0,267
910.0,267
910.0,267
880.0,267
890.0,267
880.0,267
900.0,267
860.0000000000001,267
890.0,267
920.0,267
930.0,267
930.0,267
960.0,269
940.0,269
930.0,269
920.0,269
910.0,269
880.0,269
880.0,269
870.0000000000001,269
860.0000000000001,269
870.0000000000001,269
850.0000000000001,271
870.0000000000001,271
850.0000000000001,271
850.0000000000001,271
850.0000000000001,273
860.0000000000001,273
890.0,273
880.0,273
860.0000000000001,273
890.0,273
890.0,273
890.0,273
880.0,273
890.0,273
870.0000000000001,273
860.0000000000001,273
840.0000000000001,273
850.0000000000001,273
820.0000000000001,273
810.0,273
820.0000000000001,273
780.0,273
820.0000000000001,273
800.0,273
810.0,273
830.0000000000001,273
830.0000000000001,273
840.0000000000001,273
830.0000000000001,275
860.0000000000001,275
860.0000000000001,275
880.0,275
860.0000000000001,275
890.0,275
880.0,275
880.0,275
860.0000000000001,275
870.0000000000001,275
860.0000000000001,277
860.0000000000001,277
850.0000000000001,277
810.0,279
